Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales (in millions),EU_Sales (in millions),JP_Sales (in millions),Other_Sales (in millions),Global_Sales (in millions),Critic_Score,User_Score,Developer,Rating
Sacred 2: Fallen Angel,PC,1970,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,71.0,69.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Sacred 3,PS3,1970,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,34.0,"Deep Silver, Keen Games",M
Sacred 3,X360,1970,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,41.0,Deep Silver,M
Sacred 3,PC,1970,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,14.0,Deep Silver,M
SafeCracker: The Ultimate Puzzle Adventure,Wii,1970,Puzzle,The Adventure Company,0.07,0.01,0.0,0.01,0.08,56.0,78.0,Kheops Studio,E
Saint Seiya: Soldiers' Soul,PS4,1970,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,0.18,59.0,78.0,Dimps Corporation,T
Saints Row,X360,1970,Action,THQ,1.17,0.77,0.02,0.22,2.18,81.0,75.0,Volition Inc.,M
Saints Row 2,X360,1970,Action,THQ,1.94,0.79,0.02,0.28,3.03,81.0,81.0,Volition Inc.,M
Saints Row 2,PS3,1970,Action,THQ,0.88,0.54,0.02,0.25,1.68,82.0,79.0,Volition Inc.,M
Saints Row 2,PC,1970,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,68.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
Saints Row IV,X360,1970,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81.0,65.0,Volition Inc.,M
Saints Row IV,PS3,1970,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.0,63.0,Volition Inc.,M
Saints Row IV,PC,1970,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,74.0,Volition Inc.,M
Saints Row: Gat out of Hell,PS4,1970,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,57.0,Volition Inc.,M
Saints Row: Gat out of Hell,XOne,1970,Action,Deep Silver,0.0,0.01,0.0,0.0,0.01,65.0,60.0,Volition Inc.,M
Saints Row: The Third,X360,1970,Action,THQ,1.25,1.14,0.07,0.3,2.76,84.0,76.0,Volition Inc.,M
Saints Row: The Third,PS3,1970,Action,THQ,0.86,1.04,0.18,0.38,2.47,82.0,77.0,Volition Inc.,M
Saints Row: The Third,PC,1970,Action,THQ,0.16,0.16,0.0,0.06,0.38,84.0,81.0,Volition Inc.,M
Saiyuki: Journey West,PS,1970,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,71.0,Koei,E
"Sakura Wars: So Long, My Love",PS2,1970,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81.0,73.0,RED Entertainment,T
"Sakura Wars: So Long, My Love",Wii,1970,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,73.0,Idea Factory,T
Salt Lake 2002,PS2,1970,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49.0,35.0,Attention To Detail,E
Samba De Amigo,Wii,1970,Misc,Sega,0.41,0.37,0.01,0.09,0.88,68.0,81.0,Gearbox Software,E
Samurai Champloo: Sidetracked,PS2,1970,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,66.0,72.0,Grasshopper Manufacture,T
Samurai Jack: The Shadow of Aku,PS2,1970,Action,Sega,0.03,0.02,0.0,0.01,0.06,59.0,84.0,Adrenium,T
Samurai Shodown Anthology,Wii,1970,Fighting,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,74.0,82.0,SNK Playmore,T
Samurai Shodown Sen,X360,1970,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,46.0,52.0,K2 LLC,M
Samurai Warriors,PS2,1970,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.0,87.0,Omega Force,T
Samurai Warriors,XB,1970,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07,71.0,90.0,Omega Force,T
Samurai Warriors 2,PS2,1970,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,88.0,Omega Force,T
Samurai Warriors 2,X360,1970,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,52.0,87.0,Omega Force,T
Samurai Warriors 2: Empires,PS2,1970,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,73.0,Omega Force,T
Samurai Warriors 2: Empires,X360,1970,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,53.0,85.0,Omega Force,T
Samurai Warriors 2: Xtreme Legends,PS2,1970,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,50.0,80.0,Koei,T
Samurai Warriors 3,Wii,1970,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55.0,72.0,Omega Force,T
Samurai Warriors 4,PS4,1970,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,81.0,Omega Force,T
Samurai Warriors 4,PSV,1970,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,86.0,Omega Force,T
Samurai Warriors 4-II,PS4,1970,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,73.0,Omega Force,T
Samurai Warriors 4: Empires,PS4,1970,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,65.0,Omega Force,T
Samurai Warriors Chronicles,3DS,1970,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61.0,77.0,Omega Force,T
Samurai Warriors Chronicles 3,3DS,1970,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,61.0,Omega Force,T
Samurai Warriors Chronicles 3,PSV,1970,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,79.0,Omega Force,T
Samurai Warriors: Katana,Wii,1970,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,53.0,68.0,"Koei, Omega Force",T
Samurai Warriors: State of War,PSP,1970,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,64.0,Omega Force,T
Samurai Warriors: Xtreme Legends,PS2,1970,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45,72.0,86.0,Omega Force,T
Samurai Western,PS2,1970,Action,505 Games,0.04,0.03,0.0,0.01,0.08,58.0,76.0,Acquire,M
Sands of Destruction,DS,1970,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63.0,79.0,"Image Epoch, Imageepoch",T
SAW,PS3,1970,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.06,0.36,59.0,64.0,Zombie Studios,M
SAW,X360,1970,Action,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.28,59.0,74.0,Zombie Studios,M
SAW,PC,1970,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,55.0,60.0,Zombie Studios,M
SBK Superbike World Championship,PS3,1970,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25,59.0,61.0,Milestone S.r.l,E10+
SBK Superbike World Championship,X360,1970,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63.0,80.0,Milestone S.r.l,E10+
SBK X: Superbike World Championship,PS3,1970,Racing,Black Bean Games,0.05,0.12,0.0,0.04,0.21,73.0,75.0,Milestone S.r.l,E10+
SBK X: Superbike World Championship,X360,1970,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,83.0,Milestone S.r.l,E10+
SBK: Snowboard Kids,DS,1970,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,63.0,65.0,Racjin,E
Scaler,PS2,1970,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70.0,86.0,Artificial Mind and Movement,E
Scaler,GC,1970,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69.0,73.0,Artificial Mind and Movement,E
Scarface: Money. Power. Respect.,PSP,1970,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,58.0,31.0,Radical Entertainment,M
Scarface: The World is Yours,PS2,1970,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,75.0,86.0,Radical Entertainment,M
Scarface: The World is Yours,XB,1970,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,76.0,84.0,Radical Entertainment,M
Scarface: The World is Yours,Wii,1970,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,71.0,84.0,Radical Entertainment,M
Scarface: The World is Yours,PC,1970,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,75.0,Radical Entertainment,M
Scene It? Box Office Smash,X360,1970,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,76.0,74.0,"Krome Studios, Screenlife Games",T
Scene It? Lights Camera Action,X360,1970,Misc,Microsoft Game Studios,0.43,0.01,0.0,0.04,0.48,73.0,81.0,"Screenlife Games, WXP",T
ScrapLand,XB,1970,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02,73.0,74.0,Mercury Steam,T
Scribblenauts,DS,1970,Puzzle,Warner Bros. Interactive Entertainment,1.67,0.3,0.02,0.18,2.16,79.0,76.0,5TH Cell,E10+
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,1970,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,63.0,5TH Cell,E10+
Scribblenauts Unmasked: A DC Comics Adventure,3DS,1970,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,62.0,5TH Cell,E10+
Scribblenauts: Unlimited,3DS,1970,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,73.0,74.0,5TH Cell,E10+
Scribblenauts: Unlimited,WiiU,1970,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,73.0,74.0,5TH Cell,E10+
Scurge: Hive,DS,1970,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,70.0,86.0,"Orbital Media, Inc.",E10+
Seaman,DC,1970,Simulation,Sega,0.0,0.0,0.52,0.0,0.52,82.0,84.0,Vivarium,T
Second Sight,PS2,1970,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,76.0,80.0,Free Radical Design,T
Second Sight,XB,1970,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07,75.0,80.0,Free Radical Design,T
Second Sight,GC,1970,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,85.0,Free Radical Design,T
Secret Agent Clank,PS2,1970,Platform,Sony Computer Entertainment,0.13,0.18,0.0,0.29,0.6,61.0,67.0,Sanzaru Games,E10+
Secret Agent Clank,PSP,1970,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72.0,78.0,High Impact Games,E10+
Secret Files 2: Puritas Cordis,PC,1970,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,71.0,"Fusionsphere Systems, Animation Arts",T
Secret Files: Tunguska,Wii,1970,Adventure,Koch Media,0.04,0.01,0.0,0.0,0.06,65.0,76.0,"10tacle Studios, Fusionsphere Systems",T
Secret Files: Tunguska,DS,1970,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,71.0,76.0,"10tacle Studios, Fusionsphere Systems",T
Secret Files: Tunguska,PC,1970,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,74.0,Fusionsphere Systems,T
Secret Weapons Over Normandy,PS2,1970,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48,81.0,82.0,Totally Games,T
Secret Weapons Over Normandy,XB,1970,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77.0,88.0,Totally Games,T
Section 8,X360,1970,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,73.0,TimeGate Studios,T
Section 8,PC,1970,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,72.0,70.0,TimeGate Studios,T
Seek and Destroy,PS2,1970,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63.0,88.0,Barnhouse Effect,T
Sega Bass Fishing,Wii,1970,Sports,Sega,0.45,0.01,0.0,0.04,0.5,59.0,63.0,Cavia Inc.,E
SEGA Classics Collection,PS2,1970,Misc,Sega,0.21,0.16,0.0,0.05,0.43,46.0,67.0,Sega,T
Sega GT,DC,1970,Racing,Sega,0.0,0.0,0.13,0.0,0.13,84.0,77.0,TOSE,E
Sega GT 2002,XB,1970,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,82.0,Wow Entertainment,E
Sega GT Online,XB,1970,Racing,Sega,0.06,0.02,0.0,0.0,0.08,72.0,92.0,Wow Entertainment,T
Sega Rally Revo,PS3,1970,Racing,Sega,0.07,0.42,0.0,0.14,0.63,75.0,70.0,SEGA Racing Studio,E
Sega Rally Revo,X360,1970,Racing,Sega,0.12,0.28,0.0,0.05,0.45,77.0,72.0,SEGA Racing Studio,E
Sega Rally Revo,PSP,1970,Racing,Sega,0.03,0.15,0.0,0.07,0.25,74.0,72.0,Bugbear,E
Sega Rally Revo,PC,1970,Racing,Sega,0.0,0.01,0.0,0.0,0.01,74.0,76.0,SEGA Racing Studio,E
Sega Soccer Slam,GC,1970,Sports,Sega,0.05,0.01,0.0,0.0,0.07,84.0,77.0,Black Box,E
Sega Soccer Slam,XB,1970,Sports,Sega,0.04,0.01,0.0,0.0,0.05,80.0,85.0,Black Box,E
Sega Superstars,PS2,1970,Misc,Sega,0.08,0.06,0.0,0.02,0.17,72.0,70.0,Sonic Team,T
Sega Superstars Tennis,X360,1970,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,68.0,Sumo Digital,E10+
Sega Superstars Tennis,Wii,1970,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71.0,70.0,Sumo Digital,E10+
Sega Superstars Tennis,PS3,1970,Sports,Sega,0.13,0.2,0.0,0.07,0.4,67.0,74.0,Sumo Digital,E10+
Sega Superstars Tennis,PS2,1970,Sports,Sega,0.1,0.0,0.0,0.28,0.38,70.0,83.0,Sumo Digital,E10+
Self-Defense Training Camp,X360,1970,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,50.0,Ubisoft,T
Sengoku,PC,1970,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,70.0,68.0,Paradox Development Studio,T
Sengoku Basara: Samurai Heroes,PS3,1970,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61.0,79.0,Capcom,T
Sengoku Basara: Samurai Heroes,Wii,1970,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65.0,88.0,Capcom,T
Senran Kagura 2: Deep Crimson ,3DS,1970,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58.0,68.0,Tamsoft,M
Senran Kagura: Estival Versus,PSV,1970,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71.0,74.0,Marvelous Inc.,M
Senran Kagura: Estival Versus,PS4,1970,Action,Marvelous Interactive,0.08,0.0,0.08,0.02,0.18,67.0,80.0,Marvelous Inc.,M
Serious Sam,XB,1970,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,75.0,82.0,Croteam,M
Serious Sam Advance,GBA,1970,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,51.0,72.0,Climax Group,M
Serious Sam II,XB,1970,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,72.0,67.0,Croteam,M
Serious Sam II,PC,1970,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,74.0,70.0,Croteam,M
Serious Sam: Next Encounter,PS2,1970,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,65.0,78.0,Climax Group,M
Serious Sam: Next Encounter,GC,1970,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02,69.0,84.0,Climax Group,M
Sesame Street: Once Upon A Monster,X360,1970,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,69.0,Double Fine Productions,E
Seven Samurai 20XX,PS2,1970,Action,Sega,0.04,0.03,0.0,0.01,0.08,52.0,70.0,Dimps Corporation,T
Shadow Hearts,PS2,1970,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,73.0,88.0,Sacnoth,M
Shadow Hearts: Covenant,PS2,1970,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85.0,91.0,Nautilus,T
Shadow Hearts: From The New World,PS2,1970,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,76.0,82.0,Nautilus,T
Shadow Man: 2econd Coming,PS2,1970,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,76.0,Acclaim,M
Shadow of Destiny,PS2,1970,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.0,82.0,Konami,T
Shadow of Destiny,PSP,1970,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,54.0,82.0,Konami,T
Shadow of Rome,PS2,1970,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,83.0,Capcom,M
Shadow of the Colossus,PS2,1970,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91.0,91.0,SCE Japan Studio,T
Shadow Ops: Red Mercury,XB,1970,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,61.0,61.0,Zombie,T
Shadow The Hedgehog,GC,1970,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,66.0,Sonic Team,E10+
Shadow The Hedgehog,PS2,1970,Platform,Sega,0.5,0.02,0.0,0.08,0.6,45.0,60.0,Sonic Team,E10+
Shadow The Hedgehog,XB,1970,Platform,Sega,0.13,0.04,0.0,0.01,0.18,49.0,55.0,Sega,E10+
Shadowrun,X360,1970,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,66.0,75.0,FASA Studio,M
Shadows of the Damned,PS3,1970,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,81.0,Grasshopper Manufacture,M
Shadows of the Damned,X360,1970,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,84.0,Grasshopper Manufacture,M
Shaman King: Power of Spirit,PS2,1970,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,54.0,82.0,WinkySoft,T
Shantae and the Pirate's Curse,3DS,1970,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,85.0,WayForward,E10+
Shape Up,XOne,1970,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,83.0,Ubisoft Montreal,E
Shark Tale,PS2,1970,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,65.0,Edge of Reality,E
Shark Tale,GBA,1970,Action,Activision,0.49,0.18,0.0,0.01,0.68,63.0,90.0,Vicarious Visions,E
Shattered Union,XB,1970,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,69.0,PopTop Software,T
Shaun Palmer's Pro Snowboarder,PS2,1970,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73,64.0,87.0,Dearsoft,E
Shaun White Skateboarding,PS3,1970,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,65.0,Ubisoft Montreal,T
Shaun White Skateboarding,X360,1970,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,53.0,Ubisoft Montreal,T
Shaun White Snowboarding,PS3,1970,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63.0,63.0,Ubisoft Montreal,T
Shaun White Snowboarding,PSP,1970,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32,70.0,75.0,Ubisoft,E10+
Shaun White Snowboarding: Road Trip,Wii,1970,Sports,Ubisoft,0.93,0.56,0.0,0.16,1.66,78.0,87.0,Ubisoft,E10+
Shaun White Snowboarding: World Stage,Wii,1970,Sports,Ubisoft,0.24,0.03,0.0,0.02,0.29,72.0,87.0,Ubisoft,E
ShellShock 2: Blood Trails,X360,1970,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09,30.0,59.0,Rebellion,M
ShellShock 2: Blood Trails,PS3,1970,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,48.0,Rebellion,M
Shellshock: Nam '67,XB,1970,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,58.0,70.0,Guerrilla,M
Shenmue,DC,1970,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,88.0,94.0,Sega AM2,T
Shenmue II,XB,1970,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,80.0,93.0,Sega AM2,T
Shenmue II,DC,1970,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,94.0,Sega AM2,T
Sherlock Holmes vs. Jack the Ripper,X360,1970,Adventure,Focus Home Interactive,0.11,0.03,0.0,0.01,0.16,62.0,68.0,Frogwares,T
Sherlock Holmes: The Devil's Daughter,PC,1970,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,65.0,73.0,Frogwares,T
Sherlock Holmes: The Devil's Daughter,PS4,1970,Adventure,Bigben Interactive,0.01,0.0,0.0,0.0,0.01,70.0,68.0,Frogwares,T
Sherlock Holmes: The Mystery of the Mummy,DS,1970,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.39,57.0,31.0,"Frogwares, Mistic Software",E
Shifters,PS2,1970,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,59.0,3DO,T
Shin Megami Tensei IV,3DS,1970,Role-Playing,Atlus,0.28,0.0,0.27,0.03,0.58,83.0,83.0,Atlus,M
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,1970,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,79.0,87.0,Atlus Co.,M
Shin Megami Tensei: Devil Survivor,DS,1970,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,88.0,Atlus,T
Shin Megami Tensei: Devil Survivor 2,DS,1970,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,79.0,88.0,Atlus,T
Shin Megami Tensei: Devil Survivor Overclocked,3DS,1970,Role-Playing,Ghostlight,0.28,0.01,0.06,0.03,0.38,78.0,82.0,Atlus,T
Shin Megami Tensei: Digital Devil Saga,PS2,1970,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,78.0,82.0,Atlus Co.,M
Shin Megami Tensei: Digital Devil Saga 2,PS2,1970,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,82.0,79.0,Atlus Co.,M
Shin Megami Tensei: Nocturne,PS2,1970,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,82.0,87.0,Atlus Co.,M
Shin Megami Tensei: Persona,PSP,1970,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78.0,80.0,ITL,T
Shin Megami Tensei: Persona 3,PS2,1970,Role-Playing,Tecmo Koei,0.22,0.03,0.0,0.2,0.45,86.0,84.0,Atlus Co.,M
Shin Megami Tensei: Persona 3 FES,PS2,1970,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89.0,83.0,Atlus Co.,M
Shin Megami Tensei: Persona 3 Portable,PSP,1970,Role-Playing,Ghostlight,0.18,0.06,0.34,0.05,0.63,89.0,83.0,Atlus,M
Shin Megami Tensei: Persona 4,PS2,1970,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90.0,89.0,Atlus Co.,M
Shin Megami Tensei: Strange Journey,DS,1970,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,80.0,87.0,Atlus,M
Shining Force EXA,PS2,1970,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64.0,73.0,Neverland,E10+
Shining Force NEO,PS2,1970,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,69.0,81.0,Neverland,T
Shining Force: Resurrection of the Dark Dragon,GBA,1970,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,77.0,88.0,Amusement Vision,T
Shining Soul,GBA,1970,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,58.0,85.0,Next Entertainment,E
Shining Soul II,GBA,1970,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,74.0,83.0,Grasshopper Manufacture,E
Shining Tears,PS2,1970,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,65.0,Nex Entertainment,T
Shinobi,PS2,1970,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,79.0,Overworks,M
Shinobi,3DS,1970,Platform,Sega,0.14,0.07,0.0,0.02,0.22,69.0,73.0,Griptonite Games,T
Ship Simulator 2008,PC,1970,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.01,62.0,66.0,VSTEP,E
Ship Simulator Extremes,PC,1970,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,62.0,VSTEP,E
Shiren the Wanderer,Wii,1970,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,76.0,ChunSoft,T
Shovel Knight,3DS,1970,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90.0,82.0,Yacht Club Games,E
Shovel Knight,WiiU,1970,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,83.0,Yacht Club Games,E
Shovel Knight,PS4,1970,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,76.0,Yacht Club Games,E
Showdown: Legends of Wrestling,PS2,1970,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,0.3,55.0,61.0,Acclaim,T
Showtime Championship Boxing,Wii,1970,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,35.0,47.0,Nikitova Games,E10+
Shrek,XB,1970,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,54.0,Digital Illusions,T
Shrek 2,PS2,1970,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71.0,85.0,"Luxoflux, Inc.",E
Shrek 2,GC,1970,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70.0,64.0,"Luxoflux, Inc.",E
Shrek 2,XB,1970,Platform,Activision,0.4,0.13,0.0,0.02,0.55,72.0,84.0,"Luxoflux, Inc.",E
Shrek Extra Large,GC,1970,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17,36.0,56.0,Digital Illusions,T
Shrek Super Party,PS2,1970,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,30.0,51.0,Mass Media,E
Shrek Super Party,XB,1970,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,33.0,80.0,Mass Media,E
Shrek Super Party,GC,1970,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,73.0,Mass Media,E
Shrek SuperSlam,PS2,1970,Action,Activision,0.24,0.19,0.0,0.06,0.5,67.0,90.0,Shaba Games,E10+
Shrek SuperSlam,GC,1970,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,78.0,Shaba Games,E10+
Shrek SuperSlam,XB,1970,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,93.0,Shaba Games,E10+
Shrek Swamp Kart Speedway,GBA,1970,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3,27.0,89.0,Prolific,E
Shrek the Third,PS2,1970,Action,Activision,0.4,0.02,0.0,0.07,0.48,56.0,61.0,Amaze Entertainment,E10+
Shrek the Third,Wii,1970,Action,Activision,0.25,0.01,0.0,0.02,0.28,57.0,67.0,Amaze Entertainment,E10+
Shrek: Forever After,PS3,1970,Platform,Activision,0.16,0.02,0.0,0.02,0.19,57.0,45.0,Xpec,E10+
